order_id,state,status,delivery_days,delivery_status
ORD004921,Bihar,delivered,8.0,Late
ORD004922,Pune,delivered,9.0,On Time
ORD004930,Gujarat,delivered,2.0,On Time
ORD004931,Delhi,delivered,7.0,On Time
ORD004934,Uttar Pradesh,delivered,5.0,Late
ORD004935,Bihar,delivered,3.0,On Time
ORD004936,Uttar Pradesh,delivered,8.0,On Time
ORD004937,Uttar Pradesh,delivered,10.0,Late
ORD004938,Haryana,delivered,6.0,Late
ORD004939,Odisha,delivered,9.0,On Time
ORD004940,Kerala,delivered,8.0,Late
ORD004941,Kerala,delivered,4.0,Late
ORD004943,Maharashtra,delivered,6.0,On Time
ORD004949,Haryana,delivered,9.0,Late
ORD004953,West Bengal,delivered,8.0,Late
ORD004954,Uttar Pradesh,delivered,8.0,Late
ORD004955,Odisha,delivered,11.0,Late
ORD004957,Rajasthan,delivered,13.0,Late
ORD004960,Odisha,delivered,5.0,On Time
ORD004962,Haryana,delivered,11.0,Late
ORD004963,Delhi,delivered,4.0,On Time
ORD004964,Karnataka,delivered,12.0,Late
ORD004965,West Bengal,delivered,12.0,Late
ORD004969,Pune,delivered,8.0,Late
ORD004971,Telangana,delivered,10.0,Late
ORD004972,Tamil Nadu,delivered,9.0,On Time
ORD004973,Odisha,delivered,5.0,Late
ORD004975,Karnataka,delivered,4.0,On Time
ORD004976,Rajasthan,delivered,8.0,Late
ORD004977,Pune,delivered,13.0,Late
ORD004979,Pune,delivered,6.0,On Time
ORD004982,Rajasthan,delivered,3.0,On Time
ORD004983,Delhi,delivered,8.0,On Time
ORD004984,Maharashtra,delivered,6.0,Late
ORD004987,Maharashtra,delivered,12.0,Late
ORD004989,Haryana,delivered,5.0,On Time
ORD004991,Pune,delivered,2.0,On Time
ORD004995,Telangana,delivered,11.0,Late
ORD004997,Maharashtra,delivered,13.0,Late
ORD004999,Telangana,delivered,2.0,On Time
ORD005001,Tamil Nadu,delivered,7.0,On Time
ORD005002,Haryana,delivered,3.0,On Time
ORD005003,Gujarat,delivered,6.0,On Time
ORD005004,Odisha,delivered,5.0,On Time
ORD005006,Karnataka,delivered,9.0,On Time
ORD005008,Bihar,delivered,4.0,Late
ORD005012,Gujarat,delivered,6.0,On Time
ORD005014,Odisha,delivered,5.0,On Time
ORD005016,Maharashtra,delivered,14.0,Late
ORD005018,Telangana,delivered,2.0,On Time
ORD005021,Delhi,delivered,10.0,Late
ORD005023,Rajasthan,delivered,9.0,Late
ORD005024,Tamil Nadu,delivered,6.0,On Time
ORD005025,Karnataka,delivered,9.0,Late
ORD005026,Rajasthan,delivered,5.0,Late
ORD005029,Bihar,delivered,2.0,On Time
ORD005031,Madhya Pradesh,delivered,8.0,Late
ORD005035,Karnataka,delivered,9.0,On Time
ORD005036,Pune,delivered,11.0,Late
ORD005037,West Bengal,delivered,2.0,On Time
ORD005039,West Bengal,delivered,12.0,Late
ORD005040,Pune,delivered,13.0,Late
ORD005043,Bihar,delivered,4.0,On Time
ORD005045,Kerala,delivered,14.0,Late
ORD005047,Bihar,delivered,7.0,On Time
ORD005048,Karnataka,delivered,9.0,Late
ORD005053,Maharashtra,delivered,13.0,Late
ORD005056,Rajasthan,delivered,8.0,On Time
ORD005059,Bihar,delivered,8.0,Late
ORD005060,Karnataka,delivered,12.0,Late
ORD005061,West Bengal,delivered,5.0,Late
ORD005067,Telangana,delivered,10.0,Late
ORD005071,Haryana,delivered,12.0,Late
ORD005072,Tamil Nadu,delivered,2.0,On Time
ORD005073,Pune,delivered,8.0,On Time
ORD005074,Maharashtra,delivered,10.0,Late
ORD005077,Karnataka,delivered,11.0,Late
ORD005078,Maharashtra,delivered,10.0,Late
ORD005079,Odisha,delivered,10.0,Late
ORD005082,Tamil Nadu,delivered,8.0,Late
ORD005084,Odisha,delivered,3.0,On Time
ORD005086,Pune,delivered,8.0,Late
ORD005087,Madhya Pradesh,delivered,5.0,Late
ORD005090,Maharashtra,delivered,5.0,Late
ORD005091,Kerala,delivered,10.0,Late
ORD005095,Uttar Pradesh,delivered,6.0,On Time
ORD005096,Tamil Nadu,delivered,4.0,Late
ORD005097,Telangana,delivered,10.0,On Time
ORD005099,Rajasthan,delivered,12.0,Late
ORD005101,Kerala,delivered,13.0,Late
ORD005103,West Bengal,delivered,7.0,On Time
ORD005104,Maharashtra,delivered,11.0,Late
ORD005107,Kerala,delivered,5.0,On Time
ORD005109,Madhya Pradesh,delivered,8.0,Late
ORD005110,Haryana,delivered,14.0,Late
ORD005111,Rajasthan,delivered,10.0,Late
ORD005114,Uttar Pradesh,delivered,9.0,Late
ORD005117,Rajasthan,delivered,9.0,On Time
ORD005119,Uttar Pradesh,delivered,13.0,Late
ORD005122,Maharashtra,delivered,11.0,Late
ORD005124,Telangana,delivered,14.0,Late
ORD005127,Kerala,delivered,15.0,Late
ORD005130,Madhya Pradesh,delivered,7.0,On Time
ORD005133,Haryana,delivered,12.0,Late
ORD005141,Maharashtra,delivered,12.0,Late
ORD005142,Haryana,delivered,12.0,Late
ORD005143,Gujarat,delivered,9.0,Late
ORD005145,Maharashtra,delivered,11.0,Late
ORD005147,Uttar Pradesh,delivered,7.0,Late
ORD005148,Bihar,delivered,11.0,Late
ORD005150,Uttar Pradesh,delivered,13.0,Late
ORD005151,Telangana,delivered,15.0,Late
ORD005152,Uttar Pradesh,delivered,4.0,On Time
ORD005153,Uttar Pradesh,delivered,15.0,Late
ORD005154,Uttar Pradesh,delivered,12.0,Late
ORD005155,Gujarat,delivered,6.0,On Time
ORD005156,Rajasthan,delivered,14.0,Late
ORD005157,Odisha,delivered,2.0,On Time
ORD005158,West Bengal,delivered,12.0,Late
ORD005164,Odisha,delivered,6.0,Late
ORD005170,Kerala,delivered,9.0,Late
ORD005171,Rajasthan,delivered,7.0,Late
ORD005172,Kerala,delivered,8.0,Late
ORD005176,Rajasthan,delivered,7.0,Late
ORD005178,Maharashtra,delivered,12.0,Late
ORD005179,Odisha,delivered,3.0,On Time
ORD005181,Uttar Pradesh,delivered,8.0,On Time
ORD005183,Telangana,delivered,7.0,Late
ORD005184,Kerala,delivered,7.0,Late
ORD005185,Maharashtra,delivered,4.0,On Time
ORD005186,Bihar,delivered,10.0,Late
ORD005187,Gujarat,delivered,12.0,Late
ORD005188,Maharashtra,delivered,7.0,On Time
ORD005191,Tamil Nadu,delivered,4.0,On Time
ORD005197,Maharashtra,delivered,6.0,Late
ORD005200,Kerala,delivered,3.0,On Time
ORD005201,West Bengal,delivered,2.0,On Time
ORD005203,Tamil Nadu,delivered,6.0,On Time
ORD005205,Haryana,delivered,6.0,Late
ORD005206,Gujarat,delivered,8.0,Late
ORD005211,Uttar Pradesh,delivered,8.0,On Time
ORD005214,Pune,delivered,7.0,On Time
ORD005216,Rajasthan,delivered,9.0,Late
ORD005217,Tamil Nadu,delivered,4.0,On Time
ORD005220,Haryana,delivered,4.0,Late
ORD005221,Haryana,delivered,8.0,Late
ORD005228,Gujarat,delivered,2.0,On Time
ORD005230,Rajasthan,delivered,12.0,Late
ORD005232,Bihar,delivered,13.0,Late
ORD005234,Madhya Pradesh,delivered,12.0,Late
ORD005236,Rajasthan,delivered,7.0,On Time
ORD005237,Kerala,delivered,3.0,On Time
ORD005238,Gujarat,delivered,9.0,On Time
ORD005239,Pune,delivered,7.0,On Time
ORD005240,West Bengal,delivered,7.0,Late
ORD005243,Kerala,delivered,6.0,On Time
ORD005244,Gujarat,delivered,13.0,Late
ORD005245,Bihar,delivered,8.0,On Time
ORD005248,Telangana,delivered,10.0,Late
ORD005254,Karnataka,delivered,11.0,Late
ORD005255,Karnataka,delivered,14.0,Late
ORD005257,Uttar Pradesh,delivered,4.0,On Time
ORD005259,Uttar Pradesh,delivered,7.0,On Time
ORD005260,Kerala,delivered,8.0,On Time
ORD005261,Delhi,delivered,10.0,Late
ORD005262,Maharashtra,delivered,4.0,On Time
ORD005264,Pune,delivered,6.0,Late
ORD005265,Uttar Pradesh,delivered,7.0,On Time
ORD005266,Telangana,delivered,11.0,Late
ORD005270,Kerala,delivered,12.0,Late
ORD005274,Odisha,delivered,6.0,On Time
ORD005275,Maharashtra,delivered,10.0,Late
ORD005276,Tamil Nadu,delivered,10.0,Late
ORD005277,Uttar Pradesh,delivered,6.0,On Time
ORD005278,Haryana,delivered,4.0,On Time
ORD005279,Madhya Pradesh,delivered,8.0,On Time
ORD005280,Pune,delivered,1.0,On Time
ORD005282,Haryana,delivered,4.0,On Time
ORD005286,West Bengal,delivered,10.0,Late
ORD005287,Bihar,delivered,2.0,On Time
ORD005296,Bihar,delivered,9.0,Late
ORD005300,Pune,delivered,3.0,On Time
ORD005301,Madhya Pradesh,delivered,10.0,Late
ORD005302,Madhya Pradesh,delivered,14.0,Late
ORD005304,Rajasthan,delivered,12.0,Late
ORD005306,Odisha,delivered,15.0,Late
ORD005307,Odisha,delivered,12.0,Late
ORD005310,Tamil Nadu,delivered,4.0,On Time
ORD005311,Madhya Pradesh,delivered,4.0,On Time
ORD005312,Haryana,delivered,14.0,Late
ORD005314,Rajasthan,delivered,12.0,Late
ORD005318,Kerala,delivered,8.0,On Time
ORD005319,Delhi,delivered,7.0,Late
ORD005322,Telangana,delivered,14.0,Late
ORD005323,Kerala,delivered,13.0,Late
ORD005324,West Bengal,delivered,9.0,On Time
ORD005326,Madhya Pradesh,delivered,5.0,On Time
ORD005327,Kerala,delivered,12.0,Late
ORD005329,Maharashtra,delivered,2.0,On Time
ORD005331,Telangana,delivered,8.0,On Time
ORD005334,Karnataka,delivered,8.0,Late
ORD005335,Kerala,delivered,12.0,Late
ORD005337,Bihar,delivered,6.0,On Time
ORD005339,Pune,delivered,9.0,Late
ORD005341,Bihar,delivered,3.0,On Time
ORD005344,Rajasthan,delivered,10.0,Late
ORD005345,Rajasthan,delivered,5.0,On Time
ORD005352,West Bengal,delivered,10.0,Late
ORD005354,West Bengal,delivered,5.0,On Time
ORD005356,West Bengal,delivered,8.0,Late
ORD005358,Karnataka,delivered,9.0,Late
ORD005361,Tamil Nadu,delivered,11.0,Late
ORD005362,Uttar Pradesh,delivered,8.0,Late
ORD005366,Telangana,delivered,5.0,On Time
ORD005367,Telangana,delivered,11.0,Late
ORD005368,Haryana,delivered,3.0,On Time
ORD005369,Delhi,delivered,5.0,On Time
ORD005370,Pune,delivered,6.0,On Time
ORD005371,Haryana,delivered,14.0,Late
ORD005372,Karnataka,delivered,11.0,Late
ORD005373,Rajasthan,delivered,11.0,Late
ORD005377,Pune,delivered,5.0,Late
ORD005382,Kerala,delivered,8.0,Late
ORD005383,Bihar,delivered,7.0,Late
ORD005384,Madhya Pradesh,delivered,11.0,Late
ORD005385,Madhya Pradesh,delivered,7.0,On Time
ORD005387,Odisha,delivered,13.0,Late
ORD005388,Pune,delivered,9.0,On Time
ORD005389,Uttar Pradesh,delivered,4.0,On Time
ORD005390,Tamil Nadu,delivered,5.0,On Time
ORD005395,Haryana,delivered,6.0,On Time
ORD005396,Karnataka,delivered,7.0,On Time
ORD005397,Karnataka,delivered,8.0,Late
ORD005398,Delhi,delivered,12.0,Late
ORD005400,Madhya Pradesh,delivered,8.0,On Time
ORD005401,Bihar,delivered,2.0,On Time
ORD005403,Madhya Pradesh,delivered,7.0,Late
ORD005405,Karnataka,delivered,5.0,On Time
ORD005409,Uttar Pradesh,delivered,10.0,Late
ORD005410,Uttar Pradesh,delivered,9.0,Late
ORD005411,Kerala,delivered,2.0,On Time
ORD005412,Tamil Nadu,delivered,9.0,Late
ORD005413,Pune,delivered,6.0,Late
ORD005415,Tamil Nadu,delivered,8.0,Late
ORD005416,Telangana,delivered,8.0,On Time
ORD005420,Delhi,delivered,8.0,On Time
ORD005421,Tamil Nadu,delivered,11.0,Late
ORD005422,Odisha,delivered,2.0,On Time
ORD005423,Telangana,delivered,7.0,Late
ORD005424,Odisha,delivered,15.0,Late
ORD005425,Maharashtra,delivered,9.0,Late
ORD005426,Maharashtra,delivered,10.0,Late
ORD005429,Tamil Nadu,delivered,5.0,Late
ORD005441,Haryana,delivered,4.0,On Time
ORD005445,Tamil Nadu,delivered,7.0,Late
ORD005446,Pune,delivered,13.0,Late
ORD005447,Bihar,delivered,6.0,On Time
ORD005450,Maharashtra,delivered,3.0,On Time
ORD005451,Madhya Pradesh,delivered,6.0,On Time
ORD005455,West Bengal,delivered,12.0,Late
ORD005456,Pune,delivered,7.0,Late
ORD005458,Tamil Nadu,delivered,2.0,On Time
ORD005461,Uttar Pradesh,delivered,7.0,Late
ORD005463,Uttar Pradesh,delivered,6.0,On Time
ORD005464,Maharashtra,delivered,7.0,Late
ORD005465,Tamil Nadu,delivered,12.0,Late
ORD005466,Bihar,delivered,10.0,Late
ORD005473,Haryana,delivered,5.0,On Time
ORD005474,Karnataka,delivered,5.0,On Time
ORD005476,Karnataka,delivered,11.0,Late
ORD005478,West Bengal,delivered,11.0,Late
ORD005479,Karnataka,delivered,1.0,On Time
ORD005480,Maharashtra,delivered,2.0,On Time
ORD005481,Maharashtra,delivered,7.0,Late
ORD005486,Karnataka,delivered,6.0,On Time
ORD005492,Pune,delivered,14.0,Late
ORD005495,Madhya Pradesh,delivered,3.0,On Time
ORD005496,Maharashtra,delivered,7.0,Late
ORD005498,Delhi,delivered,11.0,Late
ORD005500,Delhi,delivered,6.0,Late
ORD005502,Delhi,delivered,12.0,Late
ORD005504,Madhya Pradesh,delivered,6.0,Late
ORD005507,Gujarat,delivered,7.0,Late
ORD005508,Telangana,delivered,7.0,Late
ORD005509,Maharashtra,delivered,6.0,On Time
ORD005510,Maharashtra,delivered,6.0,Late
ORD005514,Gujarat,delivered,10.0,Late
ORD005515,Pune,delivered,3.0,On Time
ORD005518,Karnataka,delivered,12.0,Late
ORD005520,Gujarat,delivered,10.0,Late
ORD005522,Delhi,delivered,8.0,On Time
ORD005524,Haryana,delivered,8.0,Late
ORD005527,Bihar,delivered,7.0,On Time
ORD005529,Maharashtra,delivered,5.0,On Time
ORD005531,Delhi,delivered,4.0,Late
ORD005533,West Bengal,delivered,6.0,On Time
ORD005534,Maharashtra,delivered,4.0,Late
ORD005536,Gujarat,delivered,2.0,On Time
ORD005537,Gujarat,delivered,6.0,On Time
ORD005538,Uttar Pradesh,delivered,5.0,Late
ORD005539,Madhya Pradesh,delivered,12.0,Late
ORD005541,West Bengal,delivered,6.0,Late
ORD005543,Madhya Pradesh,delivered,9.0,Late
ORD005545,Delhi,delivered,8.0,On Time
ORD005548,Pune,delivered,8.0,On Time
ORD005549,Karnataka,delivered,12.0,Late
ORD005551,Tamil Nadu,delivered,8.0,Late
ORD005552,Tamil Nadu,delivered,8.0,Late
ORD005553,Haryana,delivered,14.0,Late
ORD005554,Gujarat,delivered,8.0,On Time
ORD005556,Karnataka,delivered,7.0,Late
ORD005560,Karnataka,delivered,4.0,On Time
ORD005564,Madhya Pradesh,delivered,8.0,On Time
ORD005565,Maharashtra,delivered,7.0,Late
ORD005566,Haryana,delivered,9.0,Late
ORD005569,Tamil Nadu,delivered,3.0,On Time
ORD005570,Gujarat,delivered,3.0,On Time
ORD005574,Rajasthan,delivered,4.0,On Time
ORD005575,Uttar Pradesh,delivered,5.0,Late
ORD005576,Haryana,delivered,5.0,Late
ORD005578,Kerala,delivered,3.0,On Time
ORD005579,Madhya Pradesh,delivered,2.0,On Time
ORD005580,Telangana,delivered,3.0,On Time
ORD005581,Rajasthan,delivered,12.0,Late
ORD005583,Maharashtra,delivered,8.0,Late
ORD005585,Haryana,delivered,3.0,On Time
ORD005586,Odisha,delivered,9.0,On Time
ORD005587,Telangana,delivered,11.0,Late
ORD005588,Odisha,delivered,4.0,On Time
ORD005591,Uttar Pradesh,delivered,3.0,On Time
ORD005594,Rajasthan,delivered,7.0,On Time
ORD005597,Maharashtra,delivered,6.0,On Time
ORD005599,Kerala,delivered,9.0,Late
ORD005600,Rajasthan,delivered,8.0,Late
ORD005601,West Bengal,delivered,7.0,Late
ORD005602,Karnataka,delivered,9.0,Late
ORD005604,Maharashtra,delivered,14.0,Late
ORD005607,Haryana,delivered,13.0,Late
ORD005613,Madhya Pradesh,delivered,9.0,Late
ORD005615,Delhi,delivered,3.0,On Time
ORD005617,Gujarat,delivered,4.0,On Time
ORD005618,Odisha,delivered,10.0,Late
ORD005623,Tamil Nadu,delivered,10.0,Late
ORD005624,Telangana,delivered,6.0,On Time
ORD005626,Haryana,delivered,13.0,Late
ORD005630,Madhya Pradesh,delivered,5.0,Late
ORD005632,West Bengal,delivered,4.0,On Time
ORD005635,West Bengal,delivered,10.0,On Time
ORD005636,Madhya Pradesh,delivered,7.0,Late
ORD005637,Madhya Pradesh,delivered,11.0,Late
ORD005638,Rajasthan,delivered,9.0,Late
ORD005639,Odisha,delivered,8.0,On Time
ORD005642,West Bengal,delivered,10.0,Late
ORD005643,Madhya Pradesh,delivered,8.0,Late
ORD005644,Haryana,delivered,14.0,Late
ORD005646,Karnataka,delivered,7.0,Late
ORD005647,Karnataka,delivered,11.0,Late
ORD005650,Maharashtra,delivered,9.0,On Time
ORD005651,Rajasthan,delivered,2.0,On Time
ORD005653,Madhya Pradesh,delivered,10.0,Late
ORD005654,Haryana,delivered,1.0,On Time
ORD005655,Karnataka,delivered,9.0,Late
ORD005657,Pune,delivered,10.0,Late
ORD005658,Maharashtra,delivered,10.0,Late
ORD005659,Kerala,delivered,8.0,On Time
ORD005662,Maharashtra,delivered,9.0,Late
ORD005663,Maharashtra,delivered,2.0,On Time
ORD005667,Pune,delivered,10.0,Late
ORD005668,Tamil Nadu,delivered,8.0,On Time
ORD005669,Karnataka,delivered,9.0,Late
ORD005670,West Bengal,delivered,3.0,On Time
ORD005672,West Bengal,delivered,9.0,On Time
ORD005673,Kerala,delivered,7.0,Late
ORD005675,Rajasthan,delivered,7.0,On Time
ORD005676,Rajasthan,delivered,9.0,Late
ORD005677,Telangana,delivered,10.0,Late
ORD005680,Madhya Pradesh,delivered,8.0,On Time
ORD005681,Uttar Pradesh,delivered,2.0,On Time
ORD005684,Maharashtra,delivered,8.0,On Time
ORD005686,Delhi,delivered,6.0,Late
ORD005689,Odisha,delivered,7.0,Late
ORD005690,Odisha,delivered,14.0,Late
ORD005692,Kerala,delivered,8.0,Late
ORD005693,Telangana,delivered,7.0,On Time
ORD005696,Kerala,delivered,9.0,On Time
ORD005698,West Bengal,delivered,11.0,Late
ORD005699,West Bengal,delivered,9.0,Late
ORD005701,Uttar Pradesh,delivered,7.0,Late
ORD005703,Delhi,delivered,12.0,Late
ORD005712,Bihar,delivered,9.0,Late
ORD005713,Maharashtra,delivered,1.0,On Time
ORD005714,Uttar Pradesh,delivered,12.0,Late
ORD005715,Madhya Pradesh,delivered,7.0,Late
ORD005716,Gujarat,delivered,8.0,On Time
ORD005717,Maharashtra,delivered,13.0,Late
ORD005720,Delhi,delivered,9.0,Late
ORD005723,Rajasthan,delivered,9.0,On Time
ORD005724,Maharashtra,delivered,5.0,On Time
ORD005725,Tamil Nadu,delivered,8.0,On Time
ORD005726,Gujarat,delivered,9.0,Late
ORD005727,Madhya Pradesh,delivered,7.0,On Time
ORD005728,West Bengal,delivered,9.0,On Time
ORD005729,Odisha,delivered,5.0,On Time
ORD005731,Madhya Pradesh,delivered,5.0,Late
ORD005732,Gujarat,delivered,7.0,On Time
ORD005733,Haryana,delivered,7.0,Late
ORD005735,Haryana,delivered,7.0,On Time
ORD005738,Haryana,delivered,5.0,On Time
ORD005741,Pune,delivered,5.0,Late
ORD005742,Karnataka,delivered,12.0,Late
ORD005743,Pune,delivered,14.0,Late
ORD005746,Rajasthan,delivered,14.0,Late
ORD005748,Pune,delivered,13.0,Late
ORD005751,Bihar,delivered,9.0,Late
ORD005753,Uttar Pradesh,delivered,6.0,On Time
ORD005756,Madhya Pradesh,delivered,6.0,On Time
ORD005758,Tamil Nadu,delivered,7.0,Late
ORD005759,Maharashtra,delivered,10.0,Late
ORD005761,Odisha,delivered,8.0,Late
ORD005762,Madhya Pradesh,delivered,11.0,Late
ORD005763,West Bengal,delivered,6.0,On Time
ORD005764,Gujarat,delivered,9.0,Late
ORD005765,Pune,delivered,8.0,On Time
ORD005766,Delhi,delivered,8.0,On Time
ORD005767,Madhya Pradesh,delivered,10.0,Late
ORD005768,Pune,delivered,6.0,Late
ORD005770,Telangana,delivered,8.0,Late
ORD005774,Karnataka,delivered,12.0,Late
ORD005775,Tamil Nadu,delivered,3.0,On Time
ORD005777,Telangana,delivered,7.0,Late
ORD005778,Maharashtra,delivered,11.0,Late
ORD005779,Bihar,delivered,9.0,On Time
ORD005782,Pune,delivered,7.0,On Time
ORD005783,Delhi,delivered,11.0,Late
ORD005784,Kerala,delivered,13.0,Late
ORD005785,Bihar,delivered,8.0,Late
ORD005788,Bihar,delivered,5.0,On Time
ORD005790,Kerala,delivered,8.0,Late
ORD005791,Madhya Pradesh,delivered,6.0,On Time
ORD005792,Madhya Pradesh,delivered,5.0,Late
ORD005793,Haryana,delivered,7.0,Late
ORD005795,Bihar,delivered,9.0,Late
ORD005797,Uttar Pradesh,delivered,3.0,On Time
ORD005798,Bihar,delivered,8.0,On Time
ORD005800,Bihar,delivered,7.0,Late
ORD005801,Odisha,delivered,5.0,On Time
ORD005802,West Bengal,delivered,13.0,Late
ORD005805,Pune,delivered,5.0,Late
ORD005809,Gujarat,delivered,12.0,Late
ORD005810,Haryana,delivered,10.0,Late
ORD005811,Uttar Pradesh,delivered,14.0,Late
ORD005812,Karnataka,delivered,14.0,Late
ORD005813,Haryana,delivered,4.0,On Time
ORD005815,Kerala,delivered,11.0,Late
ORD005818,Gujarat,delivered,4.0,On Time
ORD005819,Gujarat,delivered,14.0,Late
ORD005820,Maharashtra,delivered,7.0,Late
ORD005822,Pune,delivered,5.0,On Time
ORD005824,Bihar,delivered,6.0,On Time
ORD005825,Pune,delivered,8.0,On Time
ORD005828,Madhya Pradesh,delivered,8.0,On Time
ORD005830,Delhi,delivered,1.0,On Time
ORD005831,Rajasthan,delivered,1.0,On Time
ORD005832,Maharashtra,delivered,3.0,On Time
ORD005834,Uttar Pradesh,delivered,13.0,Late
ORD005835,West Bengal,delivered,15.0,Late
ORD005836,Karnataka,delivered,3.0,On Time
ORD005837,Gujarat,delivered,2.0,On Time
ORD005841,Bihar,delivered,8.0,On Time
ORD005842,Pune,delivered,5.0,Late
ORD005844,Kerala,delivered,13.0,Late
ORD005845,Tamil Nadu,delivered,5.0,On Time
ORD005847,Delhi,delivered,4.0,Late
ORD005853,West Bengal,delivered,8.0,Late
ORD005854,Uttar Pradesh,delivered,9.0,Late
ORD005855,Maharashtra,delivered,6.0,On Time
ORD005856,Bihar,delivered,6.0,Late
ORD005858,Odisha,delivered,10.0,Late
ORD005859,Pune,delivered,6.0,On Time
ORD005860,Tamil Nadu,delivered,6.0,Late
ORD005861,Kerala,delivered,15.0,Late
ORD005863,Delhi,delivered,13.0,Late
ORD005864,Tamil Nadu,delivered,7.0,Late
ORD005866,Delhi,delivered,10.0,Late
ORD005868,Rajasthan,delivered,13.0,Late
ORD005869,Bihar,delivered,6.0,On Time
ORD005870,Gujarat,delivered,5.0,On Time
ORD005871,Pune,delivered,10.0,Late
ORD005875,Rajasthan,delivered,9.0,Late
ORD005877,West Bengal,delivered,11.0,Late
ORD005878,Uttar Pradesh,delivered,8.0,Late
ORD005879,Maharashtra,delivered,5.0,On Time
ORD005880,Tamil Nadu,delivered,9.0,On Time
ORD005881,West Bengal,delivered,11.0,Late
ORD005882,Delhi,delivered,9.0,Late
ORD005884,Madhya Pradesh,delivered,8.0,On Time
ORD005886,Odisha,delivered,12.0,Late
ORD005887,Tamil Nadu,delivered,6.0,Late
ORD005888,Odisha,delivered,5.0,Late
ORD005889,Gujarat,delivered,1.0,On Time
ORD005890,Bihar,delivered,15.0,Late
ORD005893,Odisha,delivered,11.0,Late
ORD005895,Madhya Pradesh,delivered,11.0,Late
ORD005897,Gujarat,delivered,10.0,On Time
ORD005899,Bihar,delivered,13.0,Late
ORD005900,Odisha,delivered,6.0,On Time
ORD005903,Bihar,delivered,7.0,On Time
ORD005905,Rajasthan,delivered,1.0,On Time
ORD005906,Telangana,delivered,14.0,Late
ORD005907,Tamil Nadu,delivered,3.0,On Time
ORD005908,Gujarat,delivered,4.0,On Time
ORD005910,West Bengal,delivered,7.0,Late
ORD005911,Pune,delivered,5.0,On Time
ORD005912,Telangana,delivered,5.0,On Time
ORD005913,West Bengal,delivered,6.0,On Time
ORD005915,Haryana,delivered,7.0,On Time
ORD005916,Karnataka,delivered,8.0,On Time
ORD005917,Rajasthan,delivered,11.0,Late
ORD005918,Telangana,delivered,12.0,Late
ORD005920,Bihar,delivered,7.0,On Time
ORD005922,Gujarat,delivered,5.0,On Time
ORD005923,Gujarat,delivered,11.0,Late
ORD005926,Uttar Pradesh,delivered,12.0,Late
ORD005927,West Bengal,delivered,14.0,Late
ORD005930,Kerala,delivered,3.0,On Time
ORD005932,Kerala,delivered,5.0,On Time
ORD005933,West Bengal,delivered,13.0,Late
ORD005934,Tamil Nadu,delivered,2.0,On Time
ORD005935,Maharashtra,delivered,4.0,On Time
ORD005938,Kerala,delivered,6.0,On Time
ORD005939,Haryana,delivered,12.0,Late
ORD005940,Delhi,delivered,8.0,Late
ORD005942,Bihar,delivered,12.0,Late
ORD005943,West Bengal,delivered,5.0,On Time
ORD005944,Tamil Nadu,delivered,11.0,Late
ORD005949,Bihar,delivered,3.0,On Time
ORD005954,Telangana,delivered,5.0,On Time
ORD005955,Madhya Pradesh,delivered,5.0,On Time
ORD005958,West Bengal,delivered,12.0,Late
ORD005960,Telangana,delivered,7.0,On Time
ORD005961,Telangana,delivered,14.0,Late
ORD005962,Rajasthan,delivered,9.0,On Time
ORD005964,Uttar Pradesh,delivered,5.0,On Time
ORD005965,Pune,delivered,14.0,Late
ORD005966,Karnataka,delivered,11.0,Late
ORD005968,Karnataka,delivered,8.0,Late
ORD005969,Pune,delivered,8.0,Late
ORD005970,Bihar,delivered,8.0,On Time
ORD005971,Karnataka,delivered,7.0,Late
ORD005975,West Bengal,delivered,12.0,Late
ORD005977,Odisha,delivered,7.0,On Time
ORD005979,Haryana,delivered,7.0,On Time
ORD005980,Karnataka,delivered,11.0,Late
ORD005983,Telangana,delivered,11.0,Late
ORD005985,Bihar,delivered,6.0,Late
ORD005986,Bihar,delivered,7.0,On Time
ORD005987,Bihar,delivered,10.0,Late
ORD005988,West Bengal,delivered,14.0,Late
ORD005989,Rajasthan,delivered,5.0,Late
ORD005991,Uttar Pradesh,delivered,14.0,Late
ORD005992,Pune,delivered,10.0,Late
ORD005994,Maharashtra,delivered,13.0,Late
ORD005997,Rajasthan,delivered,6.0,On Time
ORD005998,Kerala,delivered,2.0,On Time
ORD006000,Pune,delivered,5.0,On Time
ORD006006,Karnataka,delivered,4.0,On Time
ORD006007,Maharashtra,delivered,11.0,Late
ORD006009,Uttar Pradesh,delivered,8.0,On Time
ORD006011,Tamil Nadu,delivered,5.0,Late
ORD006014,Uttar Pradesh,delivered,7.0,On Time
ORD006015,Bihar,delivered,13.0,Late
ORD006016,Madhya Pradesh,delivered,14.0,Late
ORD006020,Kerala,delivered,5.0,On Time
ORD006022,Tamil Nadu,delivered,11.0,Late
ORD006023,Uttar Pradesh,delivered,8.0,On Time
ORD006024,Karnataka,delivered,10.0,Late
ORD006025,Madhya Pradesh,delivered,8.0,Late
ORD006026,Bihar,delivered,7.0,On Time
ORD006027,Madhya Pradesh,delivered,8.0,Late
ORD006028,Bihar,delivered,2.0,On Time
ORD006030,Kerala,delivered,9.0,Late
ORD006031,Delhi,delivered,5.0,On Time
ORD006036,Pune,delivered,11.0,Late
ORD006037,Rajasthan,delivered,3.0,On Time
ORD006038,Pune,delivered,6.0,Late
ORD006043,Pune,delivered,12.0,Late
